1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: C6000000443D2F21
Is Mission Active?  true
Mission Start:  Thu Aug 03 13:13:00 MDT 2023
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2477
Total Samples:  114774
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/19/23, 12:13:00 AM,C,23
10/19/23, 1:13:00 AM,C,23.5
10/19/23, 2:13:00 AM,C,23.5
10/19/23, 3:13:00 AM,C,23.5
10/19/23, 4:13:00 AM,C,24
10/19/23, 5:13:00 AM,C,24
10/19/23, 6:13:00 AM,C,24
10/19/23, 7:13:00 AM,C,23
10/19/23, 8:13:00 AM,C,22.5
10/19/23, 9:13:00 AM,C,22.5
10/19/23, 10:13:00 AM,C,22.5
10/19/23, 11:13:00 AM,C,22.5
10/19/23, 12:13:00 PM,C,22
10/19/23, 1:13:00 PM,C,21.5
10/19/23, 2:13:00 PM,C,21.5
10/19/23, 3:13:00 PM,C,22
10/19/23, 4:13:00 PM,C,21.5
10/19/23, 5:13:00 PM,C,21.5
10/19/23, 6:13:00 PM,C,21.5
10/19/23, 7:13:00 PM,C,22
10/19/23, 8:13:00 PM,C,22
10/19/23, 9:13:00 PM,C,22
10/19/23, 10:13:00 PM,C,22
10/19/23, 11:13:00 PM,C,22.5
10/20/23, 12:13:00 AM,C,22
10/20/23, 1:13:00 AM,C,22.5
10/20/23, 2:13:00 AM,C,23
10/20/23, 3:13:00 AM,C,23.5
10/20/23, 4:13:00 AM,C,23.5
10/20/23, 5:13:00 AM,C,24
10/20/23, 6:13:00 AM,C,24
10/20/23, 7:13:00 AM,C,22.5
10/20/23, 8:13:00 AM,C,22.5
10/20/23, 9:13:00 AM,C,22.5
10/20/23, 10:13:00 AM,C,22
10/20/23, 11:13:00 AM,C,21.5
10/20/23, 12:13:00 PM,C,21.5
10/20/23, 1:13:00 PM,C,21
10/20/23, 2:13:00 PM,C,21
10/20/23, 3:13:00 PM,C,21
10/20/23, 4:13:00 PM,C,21
10/20/23, 5:13:00 PM,C,21.5
10/20/23, 6:13:00 PM,C,21.5
10/20/23, 7:13:00 PM,C,22
10/20/23, 8:13:00 PM,C,22
10/20/23, 9:13:00 PM,C,22
10/20/23, 10:13:00 PM,C,22
10/20/23, 11:13:00 PM,C,22
10/21/23, 12:13:00 AM,C,22
10/21/23, 1:13:00 AM,C,22
10/21/23, 2:13:00 AM,C,22.5
10/21/23, 3:13:00 AM,C,23
10/21/23, 4:13:00 AM,C,23.5
10/21/23, 5:13:00 AM,C,23.5
10/21/23, 6:13:00 AM,C,24
10/21/23, 7:13:00 AM,C,24
10/21/23, 8:13:00 AM,C,24
10/21/23, 9:13:00 AM,C,24
10/21/23, 10:13:00 AM,C,23.5
10/21/23, 11:13:00 AM,C,23.5
10/21/23, 12:13:00 PM,C,23
10/21/23, 1:13:00 PM,C,23
10/21/23, 2:13:00 PM,C,23
10/21/23, 3:13:00 PM,C,23
10/21/23, 4:13:00 PM,C,23
10/21/23, 5:13:00 PM,C,23
10/21/23, 6:13:00 PM,C,23
10/21/23, 7:13:00 PM,C,23
10/21/23, 8:13:00 PM,C,23
10/21/23, 9:13:00 PM,C,22.5
10/21/23, 10:13:00 PM,C,22.5
10/21/23, 11:13:00 PM,C,22.5
10/22/23, 12:13:00 AM,C,23
10/22/23, 1:13:00 AM,C,24
10/22/23, 2:13:00 AM,C,24
10/22/23, 3:13:00 AM,C,24.5
10/22/23, 4:13:00 AM,C,24.5
10/22/23, 5:13:00 AM,C,25
10/22/23, 6:13:00 AM,C,25
10/22/23, 7:13:00 AM,C,25
10/22/23, 8:13:00 AM,C,25
10/22/23, 9:13:00 AM,C,25
10/22/23, 10:13:00 AM,C,25
10/22/23, 11:13:00 AM,C,24.5
10/22/23, 12:13:00 PM,C,24
10/22/23, 1:13:00 PM,C,24
10/22/23, 2:13:00 PM,C,23.5
10/22/23, 3:13:00 PM,C,23.5
10/22/23, 4:13:00 PM,C,23.5
10/22/23, 5:13:00 PM,C,23.5
10/22/23, 6:13:00 PM,C,23.5
10/22/23, 7:13:00 PM,C,23.5
10/22/23, 8:13:00 PM,C,23.5
10/22/23, 9:13:00 PM,C,23
10/22/23, 10:13:00 PM,C,23
10/22/23, 11:13:00 PM,C,23.5
10/23/23, 12:13:00 AM,C,24
10/23/23, 1:13:00 AM,C,24
10/23/23, 2:13:00 AM,C,24.5
10/23/23, 3:13:00 AM,C,24.5
10/23/23, 4:13:00 AM,C,24.5
10/23/23, 5:13:00 AM,C,25
10/23/23, 6:13:00 AM,C,25
10/23/23, 7:13:00 AM,C,23.5
10/23/23, 8:13:00 AM,C,23
10/23/23, 9:13:00 AM,C,23
10/23/23, 10:13:00 AM,C,23
10/23/23, 11:13:00 AM,C,22.5
10/23/23, 12:13:00 PM,C,22.5
10/23/23, 1:13:00 PM,C,22.5
10/23/23, 2:13:00 PM,C,22
10/23/23, 3:13:00 PM,C,22
10/23/23, 4:13:00 PM,C,22
10/23/23, 5:13:00 PM,C,22.5
10/23/23, 6:13:00 PM,C,22.5
10/23/23, 7:13:00 PM,C,22.5
10/23/23, 8:13:00 PM,C,22.5
10/23/23, 9:13:00 PM,C,22.5
10/23/23, 10:13:00 PM,C,22.5
10/23/23, 11:13:00 PM,C,22.5
10/24/23, 12:13:00 AM,C,22.5
10/24/23, 1:13:00 AM,C,22.5
10/24/23, 2:13:00 AM,C,23
10/24/23, 3:13:00 AM,C,23.5
10/24/23, 4:13:00 AM,C,23.5
10/24/23, 5:13:00 AM,C,24
10/24/23, 6:13:00 AM,C,24
10/24/23, 7:13:00 AM,C,23
10/24/23, 8:13:00 AM,C,22.5
10/24/23, 9:13:00 AM,C,22.5
10/24/23, 10:13:00 AM,C,22
10/24/23, 11:13:00 AM,C,22
10/24/23, 12:13:00 PM,C,21.5
10/24/23, 1:13:00 PM,C,21.5
10/24/23, 2:13:00 PM,C,21.5
10/24/23, 3:13:00 PM,C,21.5
10/24/23, 4:13:00 PM,C,21.5
10/24/23, 5:13:00 PM,C,21.5
10/24/23, 6:13:00 PM,C,22
10/24/23, 7:13:00 PM,C,22
10/24/23, 8:13:00 PM,C,22.5
10/24/23, 9:13:00 PM,C,23
10/24/23, 10:13:00 PM,C,23.5
10/24/23, 11:13:00 PM,C,23.5
10/25/23, 12:13:00 AM,C,23.5
10/25/23, 1:13:00 AM,C,24
10/25/23, 2:13:00 AM,C,24
10/25/23, 3:13:00 AM,C,24
10/25/23, 4:13:00 AM,C,24
10/25/23, 5:13:00 AM,C,24
10/25/23, 6:13:00 AM,C,24
10/25/23, 7:13:00 AM,C,23
10/25/23, 8:13:00 AM,C,23
10/25/23, 9:13:00 AM,C,22.5
10/25/23, 10:13:00 AM,C,22.5
10/25/23, 11:13:00 AM,C,22.5
10/25/23, 12:13:00 PM,C,22
10/25/23, 1:13:00 PM,C,22
10/25/23, 2:13:00 PM,C,21.5
10/25/23, 3:13:00 PM,C,21.5
10/25/23, 4:13:00 PM,C,21.5
10/25/23, 5:13:00 PM,C,21.5
10/25/23, 6:13:00 PM,C,21.5
10/25/23, 7:13:00 PM,C,22
10/25/23, 8:13:00 PM,C,22.5
10/25/23, 9:13:00 PM,C,23
10/25/23, 10:13:00 PM,C,23
10/25/23, 11:13:00 PM,C,23.5
10/26/23, 12:13:00 AM,C,23.5
10/26/23, 1:13:00 AM,C,23.5
10/26/23, 2:13:00 AM,C,23.5
10/26/23, 3:13:00 AM,C,24
10/26/23, 4:13:00 AM,C,24
10/26/23, 5:13:00 AM,C,24
10/26/23, 6:13:00 AM,C,24
10/26/23, 7:13:00 AM,C,23
10/26/23, 8:13:00 AM,C,23
10/26/23, 9:13:00 AM,C,22.5
10/26/23, 10:13:00 AM,C,22.5
10/26/23, 11:13:00 AM,C,22
10/26/23, 12:13:00 PM,C,22.5
10/26/23, 1:13:00 PM,C,19.5
10/26/23, 2:13:00 PM,C,27.5
10/26/23, 3:13:00 PM,C,29.5
10/26/23, 4:13:00 PM,C,29.5
10/26/23, 5:13:00 PM,C,25.5
10/26/23, 6:13:00 PM,C,22
10/26/23, 7:13:00 PM,C,22
10/26/23, 8:13:00 PM,C,21
10/26/23, 9:13:00 PM,C,21.5
10/26/23, 10:13:00 PM,C,21.5
10/26/23, 11:13:00 PM,C,21.5
10/27/23, 12:13:00 AM,C,21.5
10/27/23, 1:13:00 AM,C,21.5
10/27/23, 2:13:00 AM,C,22
10/27/23, 3:13:00 AM,C,22
10/27/23, 4:13:00 AM,C,22
10/27/23, 5:13:00 AM,C,22
10/27/23, 6:13:00 AM,C,22
10/27/23, 7:13:00 AM,C,21.5
10/27/23, 8:13:00 AM,C,21.5
10/27/23, 9:13:00 AM,C,22
10/27/23, 10:13:00 AM,C,16.5
10/27/23, 11:13:00 AM,C,22.5
10/27/23, 12:13:00 PM,C,22.5
10/27/23, 1:13:00 PM,C,22.5
10/27/23, 2:13:00 PM,C,22.5
10/27/23, 3:13:00 PM,C,22.5
10/27/23, 4:13:00 PM,C,22.5
10/27/23, 5:13:00 PM,C,22.5
10/27/23, 6:13:00 PM,C,22.5
10/27/23, 7:13:00 PM,C,22.5
10/27/23, 8:13:00 PM,C,22.5
